0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.118033988749895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22879178091082142,0.9151671236432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45758356182164484,0.6863753427324667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6863753427324667,0.45758356182164484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439589045541105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151671236432881,0.2287917809108234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22879178091082164,0.9151671236432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439589045541112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4575835618216433,0.6863753427324678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686375342732468,0.4575835618216433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.143958904554111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151671236432896,0.22879178091082164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1439589045541112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716990566028305,0.707548584904245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943398113205661,0.2358495283014145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358495283014145,0.943398113205661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707548584904245,0.4716990566028305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716990566028305,0.707548584904245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943398113205661,0.2358495283014145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358495283014145,0.943398113205661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7075485849042464,0.471699056602829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1792476415070754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289036095775177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7373421657465108,0.49156144383100797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2457807219155047,0.9831228876620135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289036095775177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831228876620135,0.2457807219155047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49156144383100797,0.7373421657465108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289036095775177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.228903609577518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7373421657465119,0.49156144383100603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24578072191550326,0.9831228876620152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2289036095775179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831228876620152,0.24578072191550301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49156144383100614,0.7373421657465119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.228903609577518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.301708279317776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0413666234542207,0.26034165586355423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7810249675906665,0.5206833117271096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206833117271096,0.7810249675906665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26034165586355423,1.0413666234542207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.301708279317776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3017082793177757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0413666234542214,0.2603416558635548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7810249675906665,0.520683311727109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206833117271094,0.7810249675906665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2603416558635547,1.0413666234542212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3017082793177757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320156211871642,1.2806248474865702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403124237432851,0.9604686356149271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604686356149271,0.6403124237432851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2806248474865702,0.320156211871642,0.0,0.0,0.0,0.0,0.0,0.0,0.320156211871642,1.2806248474865702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.640312423743284,0.9604686356149281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9604686356149281,0.640312423743284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2806248474865702,0.320156211871642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7774602526460397,1.16619037896906,0.0,0.0,0.0,0.0,0.0,0.0,0.3887301263230202,1.1661903789690609,0.3887301263230202,0.0,0.0,0.0,0.0,0.0,0.0,1.1661903789690609,0.7774602526460389,0.0,0.0,0.0,0.0,0.0,0.0,0.7774602526460396,1.1661903789690609,0.0,0.0,0.0,0.0,0.0,0.0,0.3887301263230198,1.1661903789690609,0.38873012632301945,0.0,0.0,0.0,0.0,0.0,0.0,1.1661903789690609,0.7774602526460392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5385164807134502,1.0770329614269016,1.0770329614269003,0.0,0.0,0.0,0.0,0.0,1.0770329614269003,1.0770329614269016,0.5385164807134502,0.0,0.0,0.0,0.0,0.5385164807134502,1.0770329614269016,1.0770329614269003,0.0,0.0,0.0,0.0,0.0,1.0770329614269003,1.0770329614269016,0.5385164807134502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0198039027185568,1.0198039027185568,1.0198039027185575,1.0198039027185568,1.0198039027185568,1.0198039027185568,1.0198039027185568,1.0198039027185575,1.0198039027185568,1.0198039027185568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
